Province,Division,District,Tehsil,Projected Population,Pakka,Semi_Pakka,Kacha,Built_Less_Than_7_Years,Built_7_to_12_Years,Built_12_to_22_Years,Built_22_to_52_Years,Built_Over_52_Years
ISLAMABAD ,FEDERAL CAPITAL AREA,ISLAMABAD DISTRICT,ISLAMABAD TEHSIL,2515800,402895,7780,5910,46642,101036,137549,100241,19933
BALOCHISTAN,KALAT DIVISION,AWARAN DISTRICT,AWARAN SUB-DIVISION,51109,1782,1333,3462,1483,2146,1646,913,178
BALOCHISTAN,KALAT DIVISION,AWARAN DISTRICT,GISHKORE TEHSIL,35129,635,735,4943,1575,2559,1598,311,26
BALOCHISTAN,KALAT DIVISION,AWARAN DISTRICT,JHAL JAO TEHSIL,31411,135,607,3306,738,1101,1310,638,146
BALOCHISTAN,KALAT DIVISION,AWARAN DISTRICT,KORAK JHAO TEHSIL,30875,250,710,3582,394,741,1493,897,446
BALOCHISTAN,KALAT DIVISION,AWARAN DISTRICT,MASHKAI TEHSIL,51292,1255,828,5357,1224,2203,1829,663,418
BALOCHISTAN,KALAT DIVISION,KALAT DISTRICT,GAZG SUB-TEHSIL,9252,113,134,1247,286,229,283,185,72
BALOCHISTAN,KALAT DIVISION,KALAT DISTRICT,JOHAN SUB-TEHSIL,17564,81,222,2333,486,580,744,448,79
BALOCHISTAN,KALAT DIVISION,KALAT DISTRICT,KALAT SUB-DIVISION,186916,2383,2650,16537,2415,4011,5119,4441,2692
BALOCHISTAN,KALAT DIVISION,KALAT DISTRICT,MANGOCHAR SUB-DIVISION,89478,374,866,8481,1091,1412,2769,2211,1231
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,ARANJI SUB-TEHSIL,56423,597,1077,9336,1439,2532,2891,1595,558
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,GRESHA SUB-TEHSIL,77785,352,1438,8698,2335,3015,2388,1280,334
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,KARAKH SUB-DIVISION,40185,631,1793,5065,919,1690,1987,922,439
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,KHUZDAR SUB-DIVISION,401242,13376,9501,35272,7962,10949,16491,12314,3037
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,MOOLA SUB-TEHSIL,36499,160,1092,3080,529,965,1251,959,136
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,NAL SUB-DIVISION,115709,721,1439,13365,2709,3877,4281,3332,842
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,ORNACH SUB-DIVISION,46684,447,857,12276,4585,3409,2532,1366,685
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,SAROONA SUB-TEHSIL,40620,310,401,5877,1251,1164,1676,1778,503
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,WADH SUB-DIVISION,129776,1727,1785,19078,4422,4891,6622,3756,1264
BALOCHISTAN,KALAT DIVISION,KHUZDAR DISTRICT,ZEHRI SUB-DIVISION,168519,1651,4649,14757,5132,5415,4471,2337,879
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,BELA SUB-DIVISION,144330,4686,9230,6242,3060,5483,6569,3454,889
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,DUREJI SUB-DIVISION,58324,2218,1146,6824,1541,2721,3179,1555,832
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,GADDANI TEHSIL,32620,4174,875,1563,458,1448,2495,1626,517
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,HUB SUB-DIVISION,260651,28426,7618,2490,6213,10467,14173,6271,331
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,KANRAJ SUB-DIVISION,17860,164,63,2523,524,766,1033,341,31
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,LAKHRA TEHSIL,52192,769,4592,2177,1487,2708,2004,953,67
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,LIARI SUB-TEHSIL,18975,680,467,1502,504,704,602,274,446
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,SONMIANI/WINDER TEHSIL,75915,9951,1069,3756,3844,3903,4225,1560,65
BALOCHISTAN,KALAT DIVISION,LASBELA DISTRICT,UTHAL SUB-DIVISION,99298,5804,2475,6461,2228,3378,5231,2484,495
BALOCHISTAN,KALAT DIVISION,MASTUNG DISTRICT,DASHT SUB-DIVISION,75803,1108,1736,7606,752,1789,2528,3874,1067
BALOCHISTAN,KALAT DIVISION,MASTUNG DISTRICT,KHAD KOCHA SUB-TEHSIL,51673,249,906,5043,346,980,2117,1457,811
BALOCHISTAN,KALAT DIVISION,MASTUNG DISTRICT,KIRDGAP SUB-DIVISION,40596,96,580,4396,194,457,1469,1679,1178
BALOCHISTAN,KALAT DIVISION,MASTUNG DISTRICT,MASTUNG SUB-DIVISION,180715,2750,7565,12698,2669,3472,6089,7056,2676
BALOCHISTAN,KALAT DIVISION,SURAB DISTRICT,DASHT E GORAN SUB-DIVISION,30709,116,264,3111,1222,858,704,221,87
BALOCHISTAN,KALAT DIVISION,SURAB DISTRICT,GIDDER SUB-DIVISION,100078,1101,1667,18619,3801,5284,5598,2108,657
BALOCHISTAN,KALAT DIVISION,SURAB DISTRICT,SHAHEED MEHARABAD ZEHRI SUB-DIVISION,74178,637,1247,12360,2343,2552,3167,2895,1060
BALOCHISTAN,KALAT DIVISION,SURAB DISTRICT,SURAB SUB-DIVISION,106596,1948,2527,12214,3347,3808,3772,2146,1016
BALOCHISTAN,LORALAI DIVISION,BARKHAN DISTRICT,BARKHAN TEHSIL,234754,1563,2515,19491,2839,4336,6644,6119,2599
BALOCHISTAN,LORALAI DIVISION,DUKI DISTRICT,DUKI SUB-DIVISION,153296,3410,5979,20367,3863,5249,7111,4902,2331
BALOCHISTAN,LORALAI DIVISION,DUKI DISTRICT,LUNI SUB-DIVISION,15202,409,490,2644,585,405,448,439,395
BALOCHISTAN,LORALAI DIVISION,DUKI DISTRICT,TALAO SUB-TEHSIL,24486,404,571,4733,644,1177,1974,543,466
BALOCHISTAN,LORALAI DIVISION,DUKI DISTRICT,THAL CHUTYALI SUB-DIVISION,35959,270,2308,6074,1155,1231,2037,1809,1696
BALOCHISTAN,LORALAI DIVISION,LORALAI DISTRICT,BORI SUB-DIVISION,248533,3815,5427,23306,3781,5154,8539,8392,3870
BALOCHISTAN,LORALAI DIVISION,LORALAI DISTRICT,MEKHTAR SUB-DIVISION,52226,392,384,6808,1446,1298,1833,1619,365
BALOCHISTAN,LORALAI DIVISION,MUSAKHEL DISTRICT,DRUG TEHSIL,24332,1116,2819,1372,888,824,1223,872,485
BALOCHISTAN,LORALAI DIVISION,MUSAKHEL DISTRICT,KINGRI TEHSIL,37536,556,1264,4712,451,1684,2154,1580,559
BALOCHISTAN,LORALAI DIVISION,MUSAKHEL DISTRICT,MUSAKHEL TEHSIL,55614,1122,1443,5550,921,1646,2199,1795,526
BALOCHISTAN,LORALAI DIVISION,MUSAKHEL DISTRICT,TIYAR ESSOT SUB-TEHSIL,11800,56,526,1222,601,423,404,171,58
BALOCHISTAN,LORALAI DIVISION,MUSAKHEL DISTRICT,TOISAR TEHSIL,63440,686,2758,5185,622,1496,2634,2083,1422
BALOCHISTAN,LORALAI DIVISION,MUSAKHEL DISTRICT,ZIMRI PLASEEN SUB-TEHSIL,10797,233,545,1769,196,421,463,520,251
BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,GWADAR SUB-DIVISION,164885,16050,3746,5389,2442,4838,8228,5676,2698
BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,JIWANI TEHSIL,39084,2906,485,1173,1102,1209,1363,556,47
BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,ORMARA TEHSIL,28475,1627,1679,2297,337,1304,1896,1262,429
BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,PASNI SUB-DIVISION,82768,5335,2597,5996,2278,3841,4287,2188,895
BALOCHISTAN,MEKRAN DIVISION,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,22915,605,300,1438,403,772,751,269,24
BALOCHISTAN,MEKRAN DIVISION,KECH DISTRICT,BALNIGORE SUB-TEHSIL,56279,1694,3639,10266,3042,3592,4304,1911,330
BALOCHISTAN,MEKRAN DIVISION,KECH DISTRICT,BULAIDA SUB-DIVISION,120417,3430,3455,19311,6408,5450,6255,3147,1197
BALOCHISTAN,MEKRAN DIVISION,KECH DISTRICT,DASHT SUB-DIVISION,100579,2560,1779,19002,5161,4997,4964,1823,1880
BALOCHISTAN,MEKRAN DIVISION,KECH DISTRICT,HOSHAB SUB-TEHSIL,74324,2499,3860,12994,5711,4547,2666,984,249
BALOCHISTAN,MEKRAN DIVISION,KECH DISTRICT,MAND TEHSIL,63389,2331,4782,9721,5311,3667,3972,2317,595
BALOCHISTAN,MEKRAN DIVISION,KECH DISTRICT,TUMP SUB-DIVISION,164174,5036,17631,20496,13424,8468,7067,4295,1261
BALOCHISTAN,MEKRAN DIVISION,KECH DISTRICT,TURBAT SUB-DIVISION,525329,39172,28056,43958,26598,25723,24180,11266,2596
BALOCHISTAN,MEKRAN DIVISION,KECH DISTRICT,ZAMORAN SUB-TEHSIL,79963,1459,3072,18984,5841,4664,4125,1985,1793
BALOCHISTAN,MEKRAN DIVISION,PANJGUR DISTRICT,GICHK SUB-TEHSIL,37492,2841,3116,15182,2298,1667,1630,1377,3140
BALOCHISTAN,MEKRAN DIVISION,PANJGUR DISTRICT,GOWARGO SUB-DIVISION,35415,988,1993,7144,3451,1746,1635,714,447
BALOCHISTAN,MEKRAN DIVISION,PANJGUR DISTRICT,JAHEEN PAROME TEHSIL,34739,1038,1178,5878,1509,1193,1147,726,340
BALOCHISTAN,MEKRAN DIVISION,PANJGUR DISTRICT,KALLAG SUB-TEHSIL,23554,1108,1870,5475,2831,905,1586,578,209
BALOCHISTAN,MEKRAN DIVISION,PANJGUR DISTRICT,PANJGUR SUB-DIVISION,437998,13595,17949,60238,18939,17783,13983,7609,7145
BALOCHISTAN,NASIRABAD DIVISION,JAFFARABAD DISTRICT,GANDAKHA TEHSIL,90653,2791,2049,12373,3869,2828,2819,1134,656
BALOCHISTAN,NASIRABAD DIVISION,JAFFARABAD DISTRICT,JHAT PAT SUB-DIVISION,337755,11650,6960,24221,10343,9126,9006,3862,219
BALOCHISTAN,NASIRABAD DIVISION,JAFFARABAD DISTRICT,USTA MUHAMMAD SUB-DIVISION,235447,9482,5921,19515,7531,4995,6747,3956,1074
BALOCHISTAN,NASIRABAD DIVISION,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,79532,1064,2065,9254,2338,3004,2909,1330,254
BALOCHISTAN,NASIRABAD DIVISION,JHAL MAGSI DISTRICT,JHAL MAGSI TEHSIL,130110,1578,2263,15414,5357,4480,3206,1913,99
BALOCHISTAN,NASIRABAD DIVISION,JHAL MAGSI DISTRICT,MIRPUR SUB-TEHSIL,17429,453,496,2598,443,372,349,394,274
BALOCHISTAN,NASIRABAD DIVISION,KACHHI DISTRICT,BALANARI SUB-TEHSIL,67170,520,802,5817,750,985,1423,1343,1406
BALOCHISTAN,NASIRABAD DIVISION,KACHHI DISTRICT,BHAG SUB-DIVISION,93441,2242,4240,12824,2825,3201,3603,2079,1610
BALOCHISTAN,NASIRABAD DIVISION,KACHHI DISTRICT,DHADAR SUB-DIVISION,55644,1372,1166,4968,1312,1265,1886,2000,384
BALOCHISTAN,NASIRABAD DIVISION,KACHHI DISTRICT,KHATTAN SUB-TEHSIL,25569,306,490,2503,394,399,544,413,398
BALOCHISTAN,NASIRABAD DIVISION,KACHHI DISTRICT,MACH SUB-DIVISION,84045,2289,1477,2321,787,1269,1360,1358,538
BALOCHISTAN,NASIRABAD DIVISION,KACHHI DISTRICT,SANNI SUB-DIVISION,168399,418,484,11131,859,1696,2825,2689,3097
BALOCHISTAN,NASIRABAD DIVISION,NASIRABAD DISTRICT,BABA KOT TEHSIL,59915,1191,1699,7557,3108,2109,1161,462,64
BALOCHISTAN,NASIRABAD DIVISION,NASIRABAD DISTRICT,CHATTAR SUB-DIVISION,36038,426,499,5743,1409,1299,1211,428,850
BALOCHISTAN,NASIRABAD DIVISION,NASIRABAD DISTRICT,DERA MURAD JAMALI SUB-DIVISION,296804,11839,9202,25938,11530,10050,6758,3386,283
BALOCHISTAN,NASIRABAD DIVISION,NASIRABAD DISTRICT,LANDHI TEHSIL,9645,108,116,1494,847,187,129,115,36
BALOCHISTAN,NASIRABAD DIVISION,NASIRABAD DISTRICT,MIR HASSAN KHOSA TEHSIL,59624,922,817,7919,4282,1291,957,316,29
BALOCHISTAN,NASIRABAD DIVISION,NASIRABAD DISTRICT,TAMBOO TEHSIL,166945,5098,5132,18722,8804,5402,3270,770,70
BALOCHISTAN,NASIRABAD DIVISION,SOHBATPUR DISTRICT,FARIDABAD TEHSIL,76984,2572,1745,7067,2714,1916,1703,539,236
BALOCHISTAN,NASIRABAD DIVISION,SOHBATPUR DISTRICT,HAIR DIN TEHSIL,18860,369,261,2012,769,627,968,112,2
BALOCHISTAN,NASIRABAD DIVISION,SOHBATPUR DISTRICT,MANJHIPUR TEHSIL,26377,718,483,2319,1126,552,837,503,62
BALOCHISTAN,NASIRABAD DIVISION,SOHBATPUR DISTRICT,PANHWAR TEHSIL,53175,1681,806,6219,1898,2917,1540,410,14
BALOCHISTAN,NASIRABAD DIVISION,SOHBATPUR DISTRICT,SAEED MUHAMMAD KANRANI TEHSIL,20293,466,196,1960,660,1161,323,145,61
BALOCHISTAN,NASIRABAD DIVISION,SOHBATPUR DISTRICT,SOHBATPUR SUB-DIVISION,72402,2008,1491,6223,2294,1540,1423,1403,419
BALOCHISTAN,QUETTA DIVISION,CHAMAN DISTRICT,CHAMAN CITY SUB-DIVISION,145307,6244,5381,8884,1219,2445,4189,6921,2927
BALOCHISTAN,QUETTA DIVISION,CHAMAN DISTRICT,CHAMAN SADDAR SUB-DIVISION,375250,4410,12754,29732,5520,6623,11334,7500,7748
BALOCHISTAN,QUETTA DIVISION,KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,77890,673,919,12611,1311,2280,3264,2286,2646
BALOCHISTAN,QUETTA DIVISION,KILLA ABDULLAH DISTRICT,GULISTAN SUB-DIVISION,141215,2794,5471,18698,4178,4549,4574,4644,2594
BALOCHISTAN,QUETTA DIVISION,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH SUB-DIVISION,185055,2288,8117,22918,4629,6217,5412,5572,5934
BALOCHISTAN,QUETTA DIVISION,PISHIN DISTRICT,BARSHORE TEHSIL,158544,494,1546,18588,1914,3004,5906,5622,2998
BALOCHISTAN,QUETTA DIVISION,PISHIN DISTRICT,BOSTAN TEHSIL,55516,1270,3493,4945,509,1125,2202,3242,1727
BALOCHISTAN,QUETTA DIVISION,PISHIN DISTRICT,HURRAM ZAI SUB-DIVISION,165076,895,8889,15871,2214,3424,6493,7412,4865
BALOCHISTAN,QUETTA DIVISION,PISHIN DISTRICT,KAREZAT SUB-DIVISION,66721,321,2987,5985,1434,2279,3038,1935,280
BALOCHISTAN,QUETTA DIVISION,PISHIN DISTRICT,NANA SAHIB TEHSIL,50657,161,1159,6451,490,1133,2339,2031,1515
BALOCHISTAN,QUETTA DIVISION,PISHIN DISTRICT,PISHIN SUB-DIVISION,363595,10137,17737,40285,9286,10481,17280,14847,8993
BALOCHISTAN,QUETTA DIVISION,PISHIN DISTRICT,SARANAN TEHSIL,72751,957,3320,8158,753,1832,2909,3335,1879
BALOCHISTAN,QUETTA DIVISION,QUETTA DISTRICT,SUB-DIVISION CITY,1271328,102824,29721,13730,15194,24026,46929,46303,9532
BALOCHISTAN,QUETTA DIVISION,QUETTA DISTRICT,SUB-DIVISION KUCHLAK,293826,13326,14859,10519,4513,6632,10675,11350,2554
BALOCHISTAN,QUETTA DIVISION,QUETTA DISTRICT,SUB-DIVISION SADDAR TEHSIL,320315,16886,10631,7785,6394,7898,10281,7201,2041
BALOCHISTAN,QUETTA DIVISION,QUETTA DISTRICT,SUB-DIVISION SARIAB,626682,40341,20403,10414,10657,19536,24188,10739,2043
BALOCHISTAN,QUETTA DIVISION,QUETTA DISTRICT,SUB-TEHSIL PANJPAI,23862,51,157,3230,363,421,988,1433,153
BALOCHISTAN,RAKHSHAN DIVISION,CHAGAI DISTRICT,CHAGAI TEHSIL,81872,609,573,10360,963,2294,4121,3050,159
BALOCHISTAN,RAKHSHAN DIVISION,CHAGAI DISTRICT,DALBANDIN SUB-DIVISION,137071,2088,762,15056,2008,4001,6774,3421,1174
BALOCHISTAN,RAKHSHAN DIVISION,CHAGAI DISTRICT,NOKUNDI TEHSIL,33960,452,131,2664,352,697,1235,662,89
BALOCHISTAN,RAKHSHAN DIVISION,CHAGAI DISTRICT,TAFTAN SUB-DIVISION,21504,712,302,1952,231,698,994,494,6
BALOCHISTAN,RAKHSHAN DIVISION,CHAGAI DISTRICT,YAK MACHH SUB-TEHSIL,25511,114,88,3544,757,744,1036,812,250
BALOCHISTAN,RAKHSHAN DIVISION,KHARAN DISTRICT,KHARAN SUB-DIVISION,116160,1419,1392,11920,1995,4112,4722,2103,384
BALOCHISTAN,RAKHSHAN DIVISION,KHARAN DISTRICT,PATKAIN SUB-TEHSIL,22888,169,782,2671,763,1030,1145,610,27
BALOCHISTAN,RAKHSHAN DIVISION,KHARAN DISTRICT,SAR KHARAN SUB-DIVISION,96040,408,880,10758,2681,3262,3157,1495,224
BALOCHISTAN,RAKHSHAN DIVISION,KHARAN DISTRICT,TOHMULK SUB-TEHSIL,55608,297,573,6166,1592,1355,1917,1370,311
BALOCHISTAN,RAKHSHAN DIVISION,NUSHKI DISTRICT,DAK SUB-TEHSIL,18902,16,19,2784,173,508,845,741,489
BALOCHISTAN,RAKHSHAN DIVISION,NUSHKI DISTRICT,NUSHKI SUB-DIVISION,212447,6173,2523,20452,3768,5561,9764,8184,511
BALOCHISTAN,RAKHSHAN DIVISION,WASHUK DISTRICT,BESIMA SUB-DIVISION,70754,683,1273,9505,2441,2836,3049,1117,207
BALOCHISTAN,RAKHSHAN DIVISION,WASHUK DISTRICT,MASHKHEL SUB-DIVISION,74968,1338,544,11656,3838,4271,2709,1336,140
BALOCHISTAN,RAKHSHAN DIVISION,WASHUK DISTRICT,NAG SUB-TEHSIL,64165,907,1665,8699,3343,2205,1342,864,389
BALOCHISTAN,RAKHSHAN DIVISION,WASHUK DISTRICT,SHAHOO GARHI SUB-TEHSIL,65945,111,185,6006,743,1227,2278,1536,331
BALOCHISTAN,RAKHSHAN DIVISION,WASHUK DISTRICT,WASHUK SUB-DIVISION,61778,338,526,9289,2206,2139,2913,1745,171
BALOCHISTAN,SIBI DIVISION,DERA BUGTI DISTRICT,BAIKER SUB-TEHSIL,37304,207,484,4276,1879,1512,1009,252,44
BALOCHISTAN,SIBI DIVISION,DERA BUGTI DISTRICT,DERA BUGTI SUB-DIVISION,56881,1104,569,8280,1347,2364,3033,2189,328
BALOCHISTAN,SIBI DIVISION,DERA BUGTI DISTRICT,LOTI SUB-TEHSIL,24241,968,989,4328,1616,602,212,98,318
BALOCHISTAN,SIBI DIVISION,DERA BUGTI DISTRICT,MALAM SUB-TEHSIL,37226,275,388,4086,1445,1534,817,237,88
BALOCHISTAN,SIBI DIVISION,DERA BUGTI DISTRICT,PIR KOH SUB-TEHSIL,49570,976,1413,7050,3385,2485,1310,236,184
BALOCHISTAN,SIBI DIVISION,DERA BUGTI DISTRICT,QADIRABAD SUB-DIVISION,35982,96,175,3665,1606,798,752,404,201
BALOCHISTAN,SIBI DIVISION,DERA BUGTI DISTRICT,SANGSILLAH SUB-TEHSIL,13983,292,373,1909,712,1086,483,90,44
BALOCHISTAN,SIBI DIVISION,DERA BUGTI DISTRICT,SUI SUB-DIVISION,141495,8017,2390,14937,7218,5776,6553,2909,136
BALOCHISTAN,SIBI DIVISION,HARNAI DISTRICT,HARNAI SUB-DIVISION,91558,2276,1272,6900,1686,1160,2099,3249,1699
BALOCHISTAN,SIBI DIVISION,HARNAI DISTRICT,KHOAST SUB-DIVISION,18496,127,83,2070,141,257,447,633,667
BALOCHISTAN,SIBI DIVISION,HARNAI DISTRICT,SHAHRIG TEHSIL,32386,677,717,3051,596,851,1017,521,593
BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,GRISANI SUB-TEHSIL,17023,283,467,2129,838,360,536,179,11
BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KAHAN SUB-DIVISION,120409,1378,1556,11507,3763,2153,1654,1000,623
BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,KOHLU SUB-DIVISION,53650,1704,906,6049,1780,1393,2786,2159,250
BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,MAWAND SUB-DIVISION,57653,766,988,6787,3011,1891,1196,556,243
BALOCHISTAN,SIBI DIVISION,KOHLU DISTRICT,TAMBOO SUB-TEHSIL,41814,315,615,7137,3229,2241,1083,363,307
BALOCHISTAN,SIBI DIVISION,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,10884,10,10,1267,417,307,294,195,50
BALOCHISTAN,SIBI DIVISION,SIBI DISTRICT,LEHRI SUB-DIVISION,60293,535,585,6712,2541,1454,1967,1098,305
BALOCHISTAN,SIBI DIVISION,SIBI DISTRICT,SANGAN SUB-TEHSIL,6064,4,5,377,10,37,152,145,34
BALOCHISTAN,SIBI DIVISION,SIBI DISTRICT,SIBI SUB-DIVISION,173032,7451,4766,10874,3186,3450,6793,5934,1628
BALOCHISTAN,SIBI DIVISION,ZIARAT DISTRICT,SINJAWI SUB-DIVISION,123516,966,1249,10390,795,1516,3182,4416,1632
BALOCHISTAN,SIBI DIVISION,ZIARAT DISTRICT,ZIARAT SUB-DIVISION,88109,985,4701,5551,763,2049,5159,2210,224
BALOCHISTAN,ZHOB DIVISION,KILLA SAIFULLAH DISTRICT,BADINI SUB-TEHSIL,23046,104,108,2749,268,675,882,383,369
BALOCHISTAN,ZHOB DIVISION,KILLA SAIFULLAH DISTRICT,KAN MEHTARZAI SUB-TEHSIL,38295,547,1749,5854,902,720,1890,2357,678
BALOCHISTAN,ZHOB DIVISION,KILLA SAIFULLAH DISTRICT,KILLA SAIFULLAH SUB-DIVISION,170292,2658,3329,24630,4340,6786,9082,4729,3084
BALOCHISTAN,ZHOB DIVISION,KILLA SAIFULLAH DISTRICT,LOIBAND TEHSIL,33154,134,162,4943,724,976,1640,1022,610
BALOCHISTAN,ZHOB DIVISION,KILLA SAIFULLAH DISTRICT,MUSLIM BAGH TEHSIL,93561,1224,3259,9999,1961,2813,3172,2590,3151
BALOCHISTAN,ZHOB DIVISION,KILLA SAIFULLAH DISTRICT,SHINKI SUB-TEHSIL,66165,116,402,10921,1380,2351,3476,3471,630
BALOCHISTAN,ZHOB DIVISION,SHERANI DISTRICT,SHERANI SUB-DIVISION,214013,7688,13583,18013,6232,7117,6568,7488,5511
BALOCHISTAN,ZHOB DIVISION,ZHOB DISTRICT,ASHWAT SUB-TEHSIL,28019,154,597,2309,909,411,716,751,98
BALOCHISTAN,ZHOB DIVISION,ZHOB DISTRICT,KAKAR KHURASAN SUB-DIVISION,16700,38,86,2667,917,502,553,343,373
BALOCHISTAN,ZHOB DIVISION,ZHOB DISTRICT,KASHATOO SUB-TEHSIL,6487,54,68,755,204,193,203,81,9
BALOCHISTAN,ZHOB DIVISION,ZHOB DISTRICT,SAMBAZA SUB-TEHSIL,28081,590,1223,1821,183,283,452,320,192
BALOCHISTAN,ZHOB DIVISION,ZHOB DISTRICT,ZHOB SUB-DIVISION,317709,10181,13940,17140,4396,7867,11406,8864,3956
KHYBER PAKHTUNKHWA,BANNU DIVISION,BANNU DISTRICT,BAKKA KHEL TEHSIL,209270,8988,7006,14328,2388,4390,7704,9385,4560
KHYBER PAKHTUNKHWA,BANNU DIVISION,BANNU DISTRICT,BANNU TEHSIL,697995,61065,9655,21308,6641,13443,30311,29284,6570
KHYBER PAKHTUNKHWA,BANNU DIVISION,BANNU DISTRICT,DOMEL TEHSIL,242715,14903,5751,4106,2145,4389,7005,6654,3123
KHYBER PAKHTUNKHWA,BANNU DIVISION,BANNU DISTRICT,KAKKI TEHSIL,99917,4961,2577,6621,1740,2031,3816,3209,1959
KHYBER PAKHTUNKHWA,BANNU DIVISION,BANNU DISTRICT,MERYAN TEHSIL,180559,8205,4219,9462,850,2849,6081,8987,2907
KHYBER PAKHTUNKHWA,BANNU DIVISION,BANNU DISTRICT,WAZIR SUB-DIVISION,40459,745,1310,3636,508,730,1028,1548,1181
KHYBER PAKHTUNKHWA,BANNU DIVISION,LAKKI MARWAT DISTRICT,BETTANI SUB-DIVISION,38622,791,2424,1857,168,570,1452,2018,752
KHYBER PAKHTUNKHWA,BANNU DIVISION,LAKKI MARWAT DISTRICT,GHAZNI KHEL TEHSIL,355693,18730,8883,16276,1572,4479,12380,18693,6218
KHYBER PAKHTUNKHWA,BANNU DIVISION,LAKKI MARWAT DISTRICT,LAKKI MARWAT TEHSIL,369824,24583,10706,10813,2657,6117,14637,15066,5565
KHYBER PAKHTUNKHWA,BANNU DIVISION,LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,361083,14776,6875,17476,1753,6153,11254,13756,4151
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,DATTA KHEL TEHSIL,100107,1058,7234,7505,749,1346,3744,4676,3139
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,DOSSALI TEHSIL,54859,776,2043,4964,186,680,2137,2006,2499
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,GHARYUM TEHSIL,20555,62,264,1705,98,154,542,795,358
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,GHULAM KHAN TEHSIL,33676,650,960,1701,597,498,810,768,295
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,MIR ALI TEHSIL,249352,9238,12662,13623,2460,4920,9664,11641,4435
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,MIRAN SHAH TEHSIL,133687,4695,7070,9681,1195,1806,4728,5843,3130
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,RAZMAK TEHSIL,53603,537,404,2819,177,429,596,1111,919
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,SHEWA TEHSIL,47912,3037,2334,2879,679,625,1351,2588,1819
KHYBER PAKHTUNKHWA,BANNU DIVISION,NORTH WAZIRISTAN DISTRICT,SPINWAM TEHSIL,58861,1779,2759,3182,494,924,1670,2960,1333
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,162271,2240,3022,14970,824,2322,6305,7415,1702
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,828683,78148,19292,22170,11401,22613,40516,32112,6744
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,DRAZANDA SUB-DIVISION,89455,1222,4473,4888,622,1259,2296,2465,2306
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,KULACHI TEHSIL,111398,2808,4839,9332,620,2006,4752,6148,1734
KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,DERA ISMAIL KHAN DISTRICT,PAHARPUR TEHSIL,441345,28243,13111,18599,4483,11557,20477,17348,5105
